statement,original_label,binary_label,true_id,predicted_id,predicted_label,prob_fake,prob_real,confidence,correct,error_type,token_length
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",mostly-true,REAL,1,0,FAKE,0.9353796243667603,0.06462039798498154,0.9353796243667603,False,REAL_TO_FAKE,24
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",true,REAL,1,0,FAKE,0.9702441692352295,0.029755810275673866,0.9702441692352295,False,REAL_TO_FAKE,22
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,true,REAL,1,0,FAKE,0.9307330846786499,0.06926685571670532,0.9307330846786499,False,REAL_TO_FAKE,22
"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",mostly-true,REAL,1,0,FAKE,0.9245721697807312,0.0754278376698494,0.9245721697807312,False,REAL_TO_FAKE,50
Our welfare system now consumes 42 percent of our budget.,half-true,FAKE,0,1,REAL,0.06176409125328064,0.9382359385490417,0.9382359385490417,False,FAKE_TO_REAL,14
"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",mostly-true,REAL,1,0,FAKE,0.9238967299461365,0.07610328495502472,0.9238967299461365,False,REAL_TO_FAKE,21
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,mostly-true,REAL,1,0,FAKE,0.9779415726661682,0.022058449685573578,0.9779415726661682,False,REAL_TO_FAKE,20
"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",mostly-true,REAL,1,0,FAKE,0.9878247976303101,0.012175262905657291,0.9878247976303101,False,REAL_TO_FAKE,43
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,mostly-true,REAL,1,0,FAKE,0.960850715637207,0.03914935141801834,0.960850715637207,False,REAL_TO_FAKE,31
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,true,REAL,1,0,FAKE,0.9556921720504761,0.04430786892771721,0.9556921720504761,False,REAL_TO_FAKE,48
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",false,FAKE,0,1,REAL,0.02462148480117321,0.9753784537315369,0.9753784537315369,False,FAKE_TO_REAL,34
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,mostly-true,REAL,1,0,FAKE,0.9934315085411072,0.006568504497408867,0.9934315085411072,False,REAL_TO_FAKE,23
"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",half-true,FAKE,0,1,REAL,0.03127242997288704,0.9687275290489197,0.9687275290489197,False,FAKE_TO_REAL,33
Says the cascading effects of climate change contributed to the rise of ISIS.,mostly-true,REAL,1,0,FAKE,0.9793563485145569,0.02064373344182968,0.9793563485145569,False,REAL_TO_FAKE,18
Ive been here almost every day.,barely-true,FAKE,0,1,REAL,0.047201354056596756,0.9527986645698547,0.9527986645698547,False,FAKE_TO_REAL,10
