statement,original_label,binary_label,true_id,predicted_id,predicted_label,prob_fake,prob_real,confidence,correct,error_type,token_length
On allowing a vote on universal gun background checks in the U.S. Senate.,true,REAL,1,0,FAKE,0.9048448204994202,0.09515521675348282,0.9048448204994202,False,REAL_TO_FAKE,19
Obama has more czars than the Romanovs.,true,REAL,1,0,FAKE,0.9889740943908691,0.011025913059711456,0.9889740943908691,False,REAL_TO_FAKE,13
A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,false,FAKE,0,1,REAL,0.30350399017333984,0.6964960098266602,0.6964960098266602,False,FAKE_TO_REAL,30
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",pants-fire,FAKE,0,1,REAL,0.039798885583877563,0.9602011442184448,0.9602011442184448,False,FAKE_TO_REAL,30
"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",half-true,FAKE,0,1,REAL,0.48866182565689087,0.5113381743431091,0.5113381743431091,False,FAKE_TO_REAL,61
"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",mostly-true,REAL,1,0,FAKE,0.9498446583747864,0.050155311822891235,0.9498446583747864,False,REAL_TO_FAKE,36
"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",half-true,FAKE,0,1,REAL,0.2798087000846863,0.7201912999153137,0.7201912999153137,False,FAKE_TO_REAL,28
"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",mostly-true,REAL,1,0,FAKE,0.93643718957901,0.0635627806186676,0.93643718957901,False,REAL_TO_FAKE,32
Heroin .. pours across our southern borders.,true,REAL,1,0,FAKE,0.9788116812705994,0.021188363432884216,0.9788116812705994,False,REAL_TO_FAKE,12
"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",true,REAL,1,0,FAKE,0.7069642543792725,0.29303574562072754,0.7069642543792725,False,REAL_TO_FAKE,35
"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",true,REAL,1,0,FAKE,0.6509726047515869,0.3490273952484131,0.6509726047515869,False,REAL_TO_FAKE,37
"We have an Army that just cut 40,000 spots.",mostly-true,REAL,1,0,FAKE,0.9410553574562073,0.05894460529088974,0.9410553574562073,False,REAL_TO_FAKE,14
"In South Sudan, more teenage girls die in childbirth than finish high school.",mostly-true,REAL,1,0,FAKE,0.6894969344139099,0.3105030655860901,0.6894969344139099,False,REAL_TO_FAKE,17
"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",mostly-true,REAL,1,0,FAKE,0.8795333504676819,0.1204666942358017,0.8795333504676819,False,REAL_TO_FAKE,41
Says Mitt Romney supports cap and trade.,false,FAKE,0,1,REAL,0.09909693151712418,0.9009031057357788,0.9009031057357788,False,FAKE_TO_REAL,11
"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",true,REAL,1,0,FAKE,0.5162983536720276,0.4837016761302948,0.5162983536720276,False,REAL_TO_FAKE,24
My supporters arent special interest groups in Madison and Milwaukee.,mostly-true,REAL,1,0,FAKE,0.9867268800735474,0.013273151591420174,0.9867268800735474,False,REAL_TO_FAKE,14
"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",half-true,FAKE,0,1,REAL,0.10339663922786713,0.8966032862663269,0.8966032862663269,False,FAKE_TO_REAL,28
John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,half-true,FAKE,0,1,REAL,0.26703116297721863,0.732968807220459,0.732968807220459,False,FAKE_TO_REAL,21
"Says McCain ""supported George Bush's policies 95 percent of the time.""",half-true,FAKE,0,1,REAL,0.030480554327368736,0.9695194363594055,0.9695194363594055,False,FAKE_TO_REAL,18
"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",true,REAL,1,0,FAKE,0.9723531007766724,0.027646897360682487,0.9723531007766724,False,REAL_TO_FAKE,40
The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,false,FAKE,0,1,REAL,0.2776946425437927,0.7223053574562073,0.7223053574562073,False,FAKE_TO_REAL,29
Says Donald Trump publicly invited Putin to hack into Americans (emails).,half-true,FAKE,0,1,REAL,0.3229738771915436,0.677026093006134,0.677026093006134,False,FAKE_TO_REAL,16
"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",mostly-true,REAL,1,0,FAKE,0.7273722290992737,0.2726277709007263,0.7273722290992737,False,REAL_TO_FAKE,20
"We had a three-hour debate, no discussion about the national debt, very little about the economy.",mostly-true,REAL,1,0,FAKE,0.9040502309799194,0.09594976902008057,0.9040502309799194,False,REAL_TO_FAKE,23
Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,mostly-true,REAL,1,0,FAKE,0.9862414598464966,0.013758583925664425,0.9862414598464966,False,REAL_TO_FAKE,24
More women are graduating from college now than men.,true,REAL,1,0,FAKE,0.6976627111434937,0.30233725905418396,0.6976627111434937,False,REAL_TO_FAKE,12
"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",mostly-true,REAL,1,0,FAKE,0.6869368553161621,0.3130631148815155,0.6869368553161621,False,REAL_TO_FAKE,35
The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,half-true,FAKE,0,1,REAL,0.11600679904222488,0.8839932680130005,0.8839932680130005,False,FAKE_TO_REAL,24
Six thousand people have sought addiction treatment through expanded Medicaid.,false,FAKE,0,1,REAL,0.0411452017724514,0.9588547348976135,0.9588547348976135,False,FAKE_TO_REAL,15
"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",mostly-true,REAL,1,0,FAKE,0.8493198156356812,0.15068010985851288,0.8493198156356812,False,REAL_TO_FAKE,32
"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",barely-true,FAKE,0,1,REAL,0.15064948797225952,0.8493505120277405,0.8493505120277405,False,FAKE_TO_REAL,25
The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,false,FAKE,0,1,REAL,0.09563232958316803,0.9043676853179932,0.9043676853179932,False,FAKE_TO_REAL,24
About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,pants-fire,FAKE,0,1,REAL,0.0393243171274662,0.9606757164001465,0.9606757164001465,False,FAKE_TO_REAL,25
"First, he was in favor of my plan, now he's attacking it.",mostly-true,REAL,1,0,FAKE,0.9790592193603516,0.020940743386745453,0.9790592193603516,False,REAL_TO_FAKE,19
Says President Barack Obamas approval rating gained 3 points in the last couple months.,mostly-true,REAL,1,0,FAKE,0.9451626539230347,0.05483733490109444,0.9451626539230347,False,REAL_TO_FAKE,18
"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",mostly-true,REAL,1,0,FAKE,0.9379851818084717,0.06201476976275444,0.9379851818084717,False,REAL_TO_FAKE,38
A proposal to reduce the deficit involved large tax cuts for the top bracket.,half-true,FAKE,0,1,REAL,0.2179427146911621,0.7820573449134827,0.7820573449134827,False,FAKE_TO_REAL,17
Says Mitch McConnell voted two times against the Violence Against Women Act.,half-true,FAKE,0,1,REAL,0.09784441441297531,0.9021555781364441,0.9021555781364441,False,FAKE_TO_REAL,15
"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",mostly-true,REAL,1,0,FAKE,0.73837810754776,0.26162189245224,0.73837810754776,False,REAL_TO_FAKE,29
Wisconsin law says all recall petition signers must sign in the presence of another person.,false,FAKE,0,1,REAL,0.19073957204818726,0.8092604875564575,0.8092604875564575,False,FAKE_TO_REAL,19
"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",barely-true,FAKE,0,1,REAL,0.33887729048728943,0.661122739315033,0.661122739315033,False,FAKE_TO_REAL,24
"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",half-true,FAKE,0,1,REAL,0.09509524703025818,0.9049047231674194,0.9049047231674194,False,FAKE_TO_REAL,23
David Perdue has never voted in a Republican primary until his name was on the ballot.,false,FAKE,0,1,REAL,0.4087299406528473,0.5912700891494751,0.5912700891494751,False,FAKE_TO_REAL,20
"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",half-true,FAKE,0,1,REAL,0.031207861378788948,0.9687920808792114,0.9687920808792114,False,FAKE_TO_REAL,43
The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,true,REAL,1,0,FAKE,0.6233221888542175,0.37667784094810486,0.6233221888542175,False,REAL_TO_FAKE,19
Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,half-true,FAKE,0,1,REAL,0.24820107221603394,0.7517988681793213,0.7517988681793213,False,FAKE_TO_REAL,22
"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""",barely-true,FAKE,0,1,REAL,0.36571529507637024,0.6342846751213074,0.6342846751213074,False,FAKE_TO_REAL,50
Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,mostly-true,REAL,1,0,FAKE,0.9771122336387634,0.022887837141752243,0.9771122336387634,False,REAL_TO_FAKE,22
Says Barack Obamas comments indicate he believes in redistribution of wealth.,mostly-true,REAL,1,0,FAKE,0.8261442184448242,0.1738557666540146,0.8261442184448242,False,REAL_TO_FAKE,15
Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,barely-true,FAKE,0,1,REAL,0.08776330947875977,0.9122366309165955,0.9122366309165955,False,FAKE_TO_REAL,21
The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,mostly-true,REAL,1,0,FAKE,0.9353482127189636,0.0646517276763916,0.9353482127189636,False,REAL_TO_FAKE,28
Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,true,REAL,1,0,FAKE,0.9287723898887634,0.07122766226530075,0.9287723898887634,False,REAL_TO_FAKE,31
"A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",false,FAKE,0,1,REAL,0.1570475697517395,0.8429524302482605,0.8429524302482605,False,FAKE_TO_REAL,23
Says our 12 month job increase was the sixth highest in the nation.,half-true,FAKE,0,1,REAL,0.4132947325706482,0.5867052674293518,0.5867052674293518,False,FAKE_TO_REAL,16
"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",half-true,FAKE,0,1,REAL,0.12106336653232574,0.8789365887641907,0.8789365887641907,False,FAKE_TO_REAL,35
Says Chris Dudley thinks Oregons minimum wage is too high.,half-true,FAKE,0,1,REAL,0.43715882301330566,0.5628412365913391,0.5628412365913391,False,FAKE_TO_REAL,14
Over half the people on disability are either anxious or their back hurts.,false,FAKE,0,1,REAL,0.06466404348611832,0.9353359341621399,0.9353359341621399,False,FAKE_TO_REAL,16
"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",true,REAL,1,0,FAKE,0.9081838130950928,0.09181614965200424,0.9081838130950928,False,REAL_TO_FAKE,19
Says Gov. Mike Pence and Rep. Mike Coffman take the same positions on a number of things... Coffman and Pence oppose equal rights for LGBT Americans.,barely-true,FAKE,0,1,REAL,0.26871320605278015,0.7312867641448975,0.7312867641448975,False,FAKE_TO_REAL,40
"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",barely-true,FAKE,0,1,REAL,0.16792219877243042,0.8320778012275696,0.8320778012275696,False,FAKE_TO_REAL,23
I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,mostly-true,REAL,1,0,FAKE,0.8966230750083923,0.10337690263986588,0.8966230750083923,False,REAL_TO_FAKE,30
"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.",half-true,FAKE,0,1,REAL,0.21388156712055206,0.7861183881759644,0.7861183881759644,False,FAKE_TO_REAL,38
Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,true,REAL,1,0,FAKE,0.9446291327476501,0.05537091940641403,0.9446291327476501,False,REAL_TO_FAKE,16
He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,true,REAL,1,0,FAKE,0.7149891257286072,0.28501084446907043,0.7149891257286072,False,REAL_TO_FAKE,34
"Medicare only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.",half-true,FAKE,0,1,REAL,0.13986103236675262,0.8601388931274414,0.8601388931274414,False,FAKE_TO_REAL,33
"In the 2014 election, 80 percentofpoor people did not vote.",mostly-true,REAL,1,0,FAKE,0.529405951499939,0.4705940783023834,0.529405951499939,False,REAL_TO_FAKE,17
Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,mostly-true,REAL,1,0,FAKE,0.5687053203582764,0.43129464983940125,0.5687053203582764,False,REAL_TO_FAKE,38
District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,half-true,FAKE,0,1,REAL,0.06002848222851753,0.9399715662002563,0.9399715662002563,False,FAKE_TO_REAL,32
We now work the longest hours of any people around the world.,false,FAKE,0,1,REAL,0.4241543412208557,0.5758456587791443,0.5758456587791443,False,FAKE_TO_REAL,15
"We haven't built a refinery, I think, in 30 years.",barely-true,FAKE,0,1,REAL,0.15079036355018616,0.8492096066474915,0.8492096066474915,False,FAKE_TO_REAL,17
The Republican National Convention is a Super Bowl times four.,false,FAKE,0,1,REAL,0.026941291987895966,0.9730587601661682,0.9730587601661682,False,FAKE_TO_REAL,13
"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",half-true,FAKE,0,1,REAL,0.13904620707035065,0.8609538078308105,0.8609538078308105,False,FAKE_TO_REAL,19
22 Countries Invaded by the U.S. in 20 Years.,false,FAKE,0,1,REAL,0.053905073553323746,0.9460948705673218,0.9460948705673218,False,FAKE_TO_REAL,15
Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,barely-true,FAKE,0,1,REAL,0.4538145065307617,0.5461854338645935,0.5461854338645935,False,FAKE_TO_REAL,18
Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,true,REAL,1,0,FAKE,0.9167782664299011,0.08322175592184067,0.9167782664299011,False,REAL_TO_FAKE,21
Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,pants-fire,FAKE,0,1,REAL,0.17387616634368896,0.8261238932609558,0.8261238932609558,False,FAKE_TO_REAL,21
"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.",false,FAKE,0,1,REAL,0.4241008758544922,0.5758991241455078,0.5758991241455078,False,FAKE_TO_REAL,60
"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",mostly-true,REAL,1,0,FAKE,0.8473524451255798,0.1526474952697754,0.8473524451255798,False,REAL_TO_FAKE,43
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",mostly-true,REAL,1,0,FAKE,0.9200947880744934,0.07990526407957077,0.9200947880744934,False,REAL_TO_FAKE,34
Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,false,FAKE,0,1,REAL,0.22750690579414368,0.7724931240081787,0.7724931240081787,False,FAKE_TO_REAL,18
Lorain is the poorest urban school district in the state of Ohio.,false,FAKE,0,1,REAL,0.0717618316411972,0.9282381534576416,0.9282381534576416,False,FAKE_TO_REAL,17
Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,half-true,FAKE,0,1,REAL,0.032872408628463745,0.9671275615692139,0.9671275615692139,False,FAKE_TO_REAL,27
"Of all cities in the United States with more than 100,000 people, Providence is the 183rd safest.",mostly-true,REAL,1,0,FAKE,0.5544432401657104,0.4455567002296448,0.5544432401657104,False,REAL_TO_FAKE,25
One in five American households have nobody under the same roof thats got a job.,half-true,FAKE,0,1,REAL,0.021573100239038467,0.9784269332885742,0.9784269332885742,False,FAKE_TO_REAL,19
I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,true,REAL,1,0,FAKE,0.8856473565101624,0.11435266584157944,0.8856473565101624,False,REAL_TO_FAKE,25
Only three in 10 young Americans under 30 -- 30 percent under 30 -- have full-time work.,half-true,FAKE,0,1,REAL,0.3640475273132324,0.6359524130821228,0.6359524130821228,False,FAKE_TO_REAL,24
"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",true,REAL,1,0,FAKE,0.511888325214386,0.4881117045879364,0.511888325214386,False,REAL_TO_FAKE,26
And weve constantly been the lowest unemployed county in the state.,false,FAKE,0,1,REAL,0.1520998626947403,0.8479000926017761,0.8479000926017761,False,FAKE_TO_REAL,15
"Under the House Republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.",half-true,FAKE,0,1,REAL,0.16050085425376892,0.8394991755485535,0.8394991755485535,False,FAKE_TO_REAL,45
"We are almost halfway to our goal of 1,000 rapes prosecuted!",true,REAL,1,0,FAKE,0.8213661909103394,0.17863376438617706,0.8213661909103394,False,REAL_TO_FAKE,17
"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",true,REAL,1,0,FAKE,0.9509819746017456,0.04901806265115738,0.9509819746017456,False,REAL_TO_FAKE,35
"The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.",half-true,FAKE,0,1,REAL,0.3597522974014282,0.6402477025985718,0.6402477025985718,False,FAKE_TO_REAL,53
"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",mostly-true,REAL,1,0,FAKE,0.9616950154304504,0.03830496221780777,0.9616950154304504,False,REAL_TO_FAKE,29
The United States is the only developed country in the world that has not cut its corporate tax rate.,half-true,FAKE,0,1,REAL,0.06260422617197037,0.9373958110809326,0.9373958110809326,False,FAKE_TO_REAL,22
I committed to public financing; (Obama) committed to public financing.,mostly-true,REAL,1,0,FAKE,0.7380343675613403,0.2619656026363373,0.7380343675613403,False,REAL_TO_FAKE,16
Says Donald Trump wants to replace Obamacare with a single-payer system.,half-true,FAKE,0,1,REAL,0.4830293655395508,0.5169705748558044,0.5169705748558044,False,FAKE_TO_REAL,18
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,true,REAL,1,0,FAKE,0.7051076292991638,0.2948923110961914,0.7051076292991638,False,REAL_TO_FAKE,18
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",mostly-true,REAL,1,0,FAKE,0.9815921783447266,0.01840786263346672,0.9815921783447266,False,REAL_TO_FAKE,24
Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,barely-true,FAKE,0,1,REAL,0.06140774115920067,0.938592255115509,0.938592255115509,False,FAKE_TO_REAL,20
"The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.",true,REAL,1,0,FAKE,0.6541233062744141,0.3458767533302307,0.6541233062744141,False,REAL_TO_FAKE,35
Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,mostly-true,REAL,1,0,FAKE,0.9844741821289062,0.015525810420513153,0.9844741821289062,False,REAL_TO_FAKE,45
Says he never wanted to raise the debt ceiling.,barely-true,FAKE,0,1,REAL,0.3908501863479614,0.6091498732566833,0.6091498732566833,False,FAKE_TO_REAL,12
"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",mostly-true,REAL,1,0,FAKE,0.5835027098655701,0.41649726033210754,0.5835027098655701,False,REAL_TO_FAKE,56
Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,half-true,FAKE,0,1,REAL,0.04076676815748215,0.959233283996582,0.959233283996582,False,FAKE_TO_REAL,44
Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,half-true,FAKE,0,1,REAL,0.34326815605163574,0.6567318439483643,0.6567318439483643,False,FAKE_TO_REAL,23
"As a state rep, I was considered the fourth-most conservative in the Legislature.	states	rick-green			republican	0	1	1	0	0	a speech
2552.json	mostly-true	Rand Paul wants us to pay $2,000 just to get Medicare.	health-care,medicare,message-machine	jack-conway	Kentucky Attorney General	Kentucky	democrat	0	1	0	2	0	a campaign commercial
9353.json	mostly-true	Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.	health-care,public-health	bobby-jindal	Governor of Louisiana	Louisiana	republican	0	1	4	4	0	an op-ed for Politico Magazine
9577.json	mostly-true	There are more than 46 million Americans living in poverty today -- the largest number in 54 years.	medicaid,poverty	kirk-cox	House majority leader	Virginia	republican	0	0	0	1	0	a speech.
4318.json	half-true	Since I introduced my budget -- first budget -- in March of 2010, weve created 50,000 new private-sector jobs for the people of this state.	jobs,state-budget	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference in Belmar 
9864.json	mostly-true	Scott Walker cut school funding more per student than any governor in America.	children,education,message-machine-2014,state-budget,states,taxes	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a TV ad
8243.json	true	Says he would be first CPA to serve as Texas comptroller.	state-finances	raul-torres	Accountant, politician	Texas	republican	0	0	0	0	0	a campaign video
13500.json	mostly-true	On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.	city-budget,county-budget,federal-budget,homeland-security,immigration,state-budget	bill-de-blasio	New York City Mayor	New York	democrat	1	0	0	1	0	a WNYC interview
9854.json	false	Thomas Jefferson said, That government is best which governs the least, because its people discipline themselves.	elections	jody-hice			republican	0	1	0	0	0	a Facebook post
7737.json	barely-true	Proposed gun control legislation will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database and make it nearly impossible to get a permit to carry a concealed weapon.	crime,criminal-justice,government-regulation,guns,market-regulation	ed-doyle	administrator, Rhode Island chapter, Gun Rights Across America.	Rhode Island	activist	1	0	0	0	0	a news release and Facebook post
12293.json	barely-true	Says Donald Trump thinks a grown man pretending to be a woman (should) be allowed to use the womens restroom.	candidates-biography,corrections-and-updates,gays-and-lesbians,campaign-advertising	ted-cruz	Senator	Texas	republican	36	33	15	19	8	an attack ad
457.json	half-true	McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",half-true,FAKE,0,1,REAL,0.26203998923301697,0.7379599809646606,0.7379599809646606,False,FAKE_TO_REAL,128
Georgias HOPE scholarship is still the richest scholarship program in America.,half-true,FAKE,0,1,REAL,0.07506704330444336,0.9249329566955566,0.9249329566955566,False,FAKE_TO_REAL,15
Were trailing every other state in the Midwest in terms of job creation since January of 2011.,half-true,FAKE,0,1,REAL,0.08096335083246231,0.9190366268157959,0.9190366268157959,False,FAKE_TO_REAL,20
"By the time I left the State Department, economic growth was up and opium production was down in Afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",mostly-true,REAL,1,0,FAKE,0.7231940627098083,0.27680590748786926,0.7231940627098083,False,REAL_TO_FAKE,37
We have the most productive workers in the world.,mostly-true,REAL,1,0,FAKE,0.9651777744293213,0.034822266548871994,0.9651777744293213,False,REAL_TO_FAKE,12
"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",mostly-true,REAL,1,0,FAKE,0.942512035369873,0.05748795345425606,0.942512035369873,False,REAL_TO_FAKE,24
The pope and Donald Trump and Tammy Baldwin all agree on eliminating the carried-interest tax break.,half-true,FAKE,0,1,REAL,0.41886407136917114,0.5811359286308289,0.5811359286308289,False,FAKE_TO_REAL,21
Agriculture has always required a significant workforce from abroad.,barely-true,FAKE,0,1,REAL,0.3973114490509033,0.6026886105537415,0.6026886105537415,False,FAKE_TO_REAL,12
Says HJM 20 was the only bill not assigned to a House committee.,false,FAKE,0,1,REAL,0.33639630675315857,0.6636037230491638,0.6636037230491638,False,FAKE_TO_REAL,17
"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",mostly-true,REAL,1,0,FAKE,0.8818700313568115,0.11812993139028549,0.8818700313568115,False,REAL_TO_FAKE,25
Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,half-true,FAKE,0,1,REAL,0.48794326186180115,0.5120567083358765,0.5120567083358765,False,FAKE_TO_REAL,32
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,false,FAKE,0,1,REAL,0.42742934823036194,0.5725706815719604,0.5725706815719604,False,FAKE_TO_REAL,22
ColoradoCare would have higher revenues than McDonalds.,mostly-true,REAL,1,0,FAKE,0.7935588359832764,0.20644119381904602,0.7935588359832764,False,REAL_TO_FAKE,12
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",half-true,FAKE,0,1,REAL,0.01586482673883438,0.9841352105140686,0.9841352105140686,False,FAKE_TO_REAL,23
"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",mostly-true,REAL,1,0,FAKE,0.6561446189880371,0.3438553512096405,0.6561446189880371,False,REAL_TO_FAKE,30
The music industry is the biggest export from Africa after oil and gas.,false,FAKE,0,1,REAL,0.14849184453487396,0.8515081405639648,0.8515081405639648,False,FAKE_TO_REAL,16
On the Troubled Asset Relief Program (TARP),true,REAL,1,0,FAKE,0.9668094515800476,0.0331905260682106,0.9668094515800476,False,REAL_TO_FAKE,12
Dan Patrick called for increasing the gas tax and the state sales tax.,mostly-true,REAL,1,0,FAKE,0.7189648747444153,0.2810351252555847,0.7189648747444153,False,REAL_TO_FAKE,16
Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,barely-true,FAKE,0,1,REAL,0.1646662950515747,0.8353337049484253,0.8353337049484253,False,FAKE_TO_REAL,29
"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",barely-true,FAKE,0,1,REAL,0.4577171504497528,0.5422828197479248,0.5422828197479248,False,FAKE_TO_REAL,19
Bill McCollum said tax cuts don't work.,barely-true,FAKE,0,1,REAL,0.40852290391921997,0.59147709608078,0.59147709608078,False,FAKE_TO_REAL,14
SaysMaggie Hassan was out of state on 30 days over the last three months.,mostly-true,REAL,1,0,FAKE,0.6920422911643982,0.3079576790332794,0.6920422911643982,False,REAL_TO_FAKE,20
Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.,mostly-true,REAL,1,0,FAKE,0.5737854242324829,0.4262145757675171,0.5737854242324829,False,REAL_TO_FAKE,36
Says his Texas election fraud investigations have resulted in 50 convictions.,half-true,FAKE,0,1,REAL,0.3865281939506531,0.6134718060493469,0.6134718060493469,False,FAKE_TO_REAL,14
Miami-Dade County is the No. 1 donor county in the state.,barely-true,FAKE,0,1,REAL,0.187287837266922,0.8127121925354004,0.8127121925354004,False,FAKE_TO_REAL,17
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",false,FAKE,0,1,REAL,0.3459964990615845,0.6540035605430603,0.6540035605430603,False,FAKE_TO_REAL,28
