true_label_id,true_label,predicted_label_id,predicted_label,probability_fake,probability_real,confidence,correct,token_length,error_type
0,FAKE,1,REAL,0.33402842,0.6659716,0.6659716,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.4342383,0.5657616,0.5657616,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.5831751,0.4168249,0.5831751,False,42,REAL_TO_FAKE
1,REAL,0,FAKE,0.71955967,0.2804403,0.71955967,False,15,REAL_TO_FAKE
0,FAKE,1,REAL,0.49774823,0.50225174,0.50225174,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.37931234,0.62068766,0.62068766,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.2627508,0.7372492,0.7372492,False,26,FAKE_TO_REAL
0,FAKE,1,REAL,0.2820368,0.71796316,0.71796316,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.15824746,0.8417525,0.8417525,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.420435,0.5795649,0.5795649,False,18,FAKE_TO_REAL
1,REAL,0,FAKE,0.6907185,0.30928156,0.6907185,False,16,REAL_TO_FAKE
0,FAKE,1,REAL,0.23628388,0.7637161,0.7637161,False,25,FAKE_TO_REAL
1,REAL,0,FAKE,0.77775586,0.22224411,0.77775586,False,17,REAL_TO_FAKE
0,FAKE,1,REAL,0.46987027,0.5301297,0.5301297,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.7425065,0.25749347,0.7425065,False,25,REAL_TO_FAKE
1,REAL,0,FAKE,0.6212245,0.37877548,0.6212245,False,34,REAL_TO_FAKE
0,FAKE,1,REAL,0.27275655,0.7272435,0.7272435,False,36,FAKE_TO_REAL
1,REAL,0,FAKE,0.5692116,0.4307884,0.5692116,False,33,REAL_TO_FAKE
0,FAKE,1,REAL,0.24111065,0.7588893,0.7588893,False,13,FAKE_TO_REAL
0,FAKE,1,REAL,0.45438844,0.54561156,0.54561156,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.40849024,0.59150976,0.59150976,False,20,FAKE_TO_REAL
1,REAL,0,FAKE,0.6152891,0.38471085,0.6152891,False,13,REAL_TO_FAKE
1,REAL,0,FAKE,0.6418059,0.35819408,0.6418059,False,21,REAL_TO_FAKE
1,REAL,0,FAKE,0.50745064,0.49254936,0.50745064,False,25,REAL_TO_FAKE
0,FAKE,1,REAL,0.28213075,0.7178692,0.7178692,False,30,FAKE_TO_REAL
0,FAKE,1,REAL,0.43546653,0.5645335,0.5645335,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.35467434,0.64532566,0.64532566,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.3572805,0.6427195,0.6427195,False,43,FAKE_TO_REAL
1,REAL,0,FAKE,0.6755728,0.3244272,0.6755728,False,23,REAL_TO_FAKE
0,FAKE,1,REAL,0.3029755,0.6970245,0.6970245,False,30,FAKE_TO_REAL
1,REAL,0,FAKE,0.6187697,0.38123032,0.6187697,False,23,REAL_TO_FAKE
0,FAKE,1,REAL,0.22682475,0.77317524,0.77317524,False,50,FAKE_TO_REAL
1,REAL,0,FAKE,0.51130885,0.4886911,0.51130885,False,27,REAL_TO_FAKE
0,FAKE,1,REAL,0.45808104,0.541919,0.541919,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.52718264,0.47281733,0.52718264,False,44,REAL_TO_FAKE
0,FAKE,1,REAL,0.18242723,0.8175728,0.8175728,False,25,FAKE_TO_REAL
1,REAL,0,FAKE,0.53426856,0.4657315,0.53426856,False,41,REAL_TO_FAKE
0,FAKE,1,REAL,0.49619013,0.50380987,0.50380987,False,35,FAKE_TO_REAL
1,REAL,0,FAKE,0.75819916,0.24180083,0.75819916,False,15,REAL_TO_FAKE
1,REAL,0,FAKE,0.7973339,0.20266613,0.7973339,False,28,REAL_TO_FAKE
1,REAL,0,FAKE,0.6809993,0.31900075,0.6809993,False,32,REAL_TO_FAKE
1,REAL,0,FAKE,0.6228343,0.3771657,0.6228343,False,18,REAL_TO_FAKE
0,FAKE,1,REAL,0.22569337,0.7743066,0.7743066,False,20,FAKE_TO_REAL
1,REAL,0,FAKE,0.66540307,0.33459693,0.66540307,False,31,REAL_TO_FAKE
0,FAKE,1,REAL,0.44142923,0.55857074,0.55857074,False,9,FAKE_TO_REAL
0,FAKE,1,REAL,0.2842673,0.71573275,0.71573275,False,21,FAKE_TO_REAL
1,REAL,0,FAKE,0.6698515,0.3301485,0.6698515,False,16,REAL_TO_FAKE
1,REAL,0,FAKE,0.64513177,0.35486826,0.64513177,False,35,REAL_TO_FAKE
1,REAL,0,FAKE,0.76948285,0.23051716,0.76948285,False,38,REAL_TO_FAKE
0,FAKE,1,REAL,0.32494342,0.6750566,0.6750566,False,48,FAKE_TO_REAL
0,FAKE,1,REAL,0.45500037,0.5449996,0.5449996,False,21,FAKE_TO_REAL
1,REAL,0,FAKE,0.534819,0.46518105,0.534819,False,128,REAL_TO_FAKE
0,FAKE,1,REAL,0.25781694,0.7421831,0.7421831,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.56357396,0.43642607,0.56357396,False,19,REAL_TO_FAKE
0,FAKE,1,REAL,0.47901243,0.5209876,0.5209876,False,28,FAKE_TO_REAL
1,REAL,0,FAKE,0.6844488,0.31555122,0.6844488,False,14,REAL_TO_FAKE
1,REAL,0,FAKE,0.5859915,0.41400853,0.5859915,False,26,REAL_TO_FAKE
1,REAL,0,FAKE,0.53018373,0.46981627,0.53018373,False,54,REAL_TO_FAKE
1,REAL,0,FAKE,0.8108984,0.18910153,0.8108984,False,23,REAL_TO_FAKE
1,REAL,0,FAKE,0.6253521,0.3746479,0.6253521,False,30,REAL_TO_FAKE
0,FAKE,1,REAL,0.24991843,0.7500816,0.7500816,False,29,FAKE_TO_REAL
0,FAKE,1,REAL,0.17242256,0.8275775,0.8275775,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.4165074,0.5834926,0.5834926,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.4355952,0.5644048,0.5644048,False,22,FAKE_TO_REAL
1,REAL,0,FAKE,0.5114578,0.4885422,0.5114578,False,36,REAL_TO_FAKE
0,FAKE,1,REAL,0.36454123,0.6354588,0.6354588,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.21398996,0.78601,0.78601,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.34767032,0.6523297,0.6523297,False,38,FAKE_TO_REAL
0,FAKE,1,REAL,0.31502864,0.68497133,0.68497133,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.5076666,0.4923334,0.5076666,False,11,REAL_TO_FAKE
0,FAKE,1,REAL,0.31648368,0.6835163,0.6835163,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.42632854,0.5736714,0.5736714,False,46,FAKE_TO_REAL
1,REAL,0,FAKE,0.87027466,0.12972537,0.87027466,False,14,REAL_TO_FAKE
0,FAKE,1,REAL,0.21123454,0.7887655,0.7887655,False,19,FAKE_TO_REAL
1,REAL,0,FAKE,0.5804326,0.4195674,0.5804326,False,33,REAL_TO_FAKE
0,FAKE,1,REAL,0.35151553,0.64848447,0.64848447,False,28,FAKE_TO_REAL
0,FAKE,1,REAL,0.22345503,0.7765449,0.7765449,False,35,FAKE_TO_REAL
0,FAKE,1,REAL,0.14523798,0.854762,0.854762,False,12,FAKE_TO_REAL
1,REAL,0,FAKE,0.76979417,0.23020585,0.76979417,False,18,REAL_TO_FAKE
0,FAKE,1,REAL,0.47319067,0.52680933,0.52680933,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.56665075,0.43334922,0.56665075,False,33,REAL_TO_FAKE
0,FAKE,1,REAL,0.41170925,0.58829075,0.58829075,False,26,FAKE_TO_REAL
1,REAL,0,FAKE,0.53691083,0.4630892,0.53691083,False,36,REAL_TO_FAKE
0,FAKE,1,REAL,0.19717428,0.80282575,0.80282575,False,13,FAKE_TO_REAL
1,REAL,0,FAKE,0.7662954,0.23370457,0.7662954,False,20,REAL_TO_FAKE
1,REAL,0,FAKE,0.5975828,0.40241715,0.5975828,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.24605669,0.7539433,0.7539433,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.22208561,0.7779144,0.7779144,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.3261624,0.6738376,0.6738376,False,26,FAKE_TO_REAL
0,FAKE,1,REAL,0.3496845,0.65031546,0.65031546,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.47442356,0.5255765,0.5255765,False,43,FAKE_TO_REAL
0,FAKE,1,REAL,0.38243872,0.6175613,0.6175613,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.5472147,0.4527853,0.5472147,False,47,REAL_TO_FAKE
0,FAKE,1,REAL,0.32297042,0.6770296,0.6770296,False,34,FAKE_TO_REAL
1,REAL,0,FAKE,0.7403321,0.25966784,0.7403321,False,28,REAL_TO_FAKE
0,FAKE,1,REAL,0.44059452,0.5594055,0.5594055,False,28,FAKE_TO_REAL
1,REAL,0,FAKE,0.59838533,0.4016147,0.59838533,False,25,REAL_TO_FAKE
0,FAKE,1,REAL,0.4820301,0.5179699,0.5179699,False,33,FAKE_TO_REAL
0,FAKE,1,REAL,0.2003911,0.7996089,0.7996089,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.35176194,0.64823806,0.64823806,False,20,FAKE_TO_REAL
1,REAL,0,FAKE,0.57342356,0.4265764,0.57342356,False,21,REAL_TO_FAKE
1,REAL,0,FAKE,0.697109,0.30289105,0.697109,False,21,REAL_TO_FAKE
1,REAL,0,FAKE,0.5884976,0.41150245,0.5884976,False,24,REAL_TO_FAKE
0,FAKE,1,REAL,0.33594835,0.66405165,0.66405165,False,27,FAKE_TO_REAL
0,FAKE,1,REAL,0.4547158,0.5452842,0.5452842,False,16,FAKE_TO_REAL
0,FAKE,1,REAL,0.27148584,0.72851413,0.72851413,False,13,FAKE_TO_REAL
0,FAKE,1,REAL,0.26287767,0.7371223,0.7371223,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.2481907,0.75180924,0.75180924,False,35,FAKE_TO_REAL
0,FAKE,1,REAL,0.49832323,0.5016768,0.5016768,False,24,FAKE_TO_REAL
0,FAKE,1,REAL,0.37804398,0.621956,0.621956,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.37843212,0.6215679,0.6215679,False,12,FAKE_TO_REAL
0,FAKE,1,REAL,0.41197243,0.5880276,0.5880276,False,18,FAKE_TO_REAL
1,REAL,0,FAKE,0.51313704,0.486863,0.51313704,False,48,REAL_TO_FAKE
1,REAL,0,FAKE,0.53314316,0.46685687,0.53314316,False,27,REAL_TO_FAKE
0,FAKE,1,REAL,0.47657186,0.52342814,0.52342814,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.33848852,0.6615114,0.6615114,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.3822849,0.6177151,0.6177151,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.532288,0.46771201,0.532288,False,21,REAL_TO_FAKE
1,REAL,0,FAKE,0.83319235,0.16680762,0.83319235,False,13,REAL_TO_FAKE
1,REAL,0,FAKE,0.5895679,0.41043207,0.5895679,False,38,REAL_TO_FAKE
0,FAKE,1,REAL,0.31716245,0.68283755,0.68283755,False,27,FAKE_TO_REAL
0,FAKE,1,REAL,0.19395782,0.80604213,0.80604213,False,13,FAKE_TO_REAL
0,FAKE,1,REAL,0.2137766,0.78622335,0.78622335,False,22,FAKE_TO_REAL
0,FAKE,1,REAL,0.31781313,0.68218684,0.68218684,False,29,FAKE_TO_REAL
0,FAKE,1,REAL,0.35547352,0.64452654,0.64452654,False,29,FAKE_TO_REAL
1,REAL,0,FAKE,0.58801156,0.41198847,0.58801156,False,24,REAL_TO_FAKE
1,REAL,0,FAKE,0.8222208,0.17777921,0.8222208,False,22,REAL_TO_FAKE
0,FAKE,1,REAL,0.3893978,0.6106022,0.6106022,False,23,FAKE_TO_REAL
1,REAL,0,FAKE,0.67099667,0.32900333,0.67099667,False,22,REAL_TO_FAKE
0,FAKE,1,REAL,0.40375572,0.5962443,0.5962443,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.58625257,0.41374743,0.58625257,False,26,REAL_TO_FAKE
1,REAL,0,FAKE,0.6215373,0.37846267,0.6215373,False,50,REAL_TO_FAKE
1,REAL,0,FAKE,0.520789,0.47921094,0.520789,False,37,REAL_TO_FAKE
0,FAKE,1,REAL,0.20429048,0.79570955,0.79570955,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.27741796,0.72258204,0.72258204,False,25,FAKE_TO_REAL
1,REAL,0,FAKE,0.7188507,0.2811493,0.7188507,False,21,REAL_TO_FAKE
0,FAKE,1,REAL,0.46825367,0.5317463,0.5317463,False,23,FAKE_TO_REAL
0,FAKE,1,REAL,0.49769336,0.50230664,0.50230664,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.28130436,0.71869564,0.71869564,False,47,FAKE_TO_REAL
1,REAL,0,FAKE,0.6403608,0.3596392,0.6403608,False,43,REAL_TO_FAKE
0,FAKE,1,REAL,0.411742,0.588258,0.588258,False,15,FAKE_TO_REAL
0,FAKE,1,REAL,0.4039121,0.59608793,0.59608793,False,25,FAKE_TO_REAL
0,FAKE,1,REAL,0.421929,0.578071,0.578071,False,29,FAKE_TO_REAL
1,REAL,0,FAKE,0.76894647,0.23105346,0.76894647,False,31,REAL_TO_FAKE
1,REAL,0,FAKE,0.5789896,0.42101032,0.5789896,False,48,REAL_TO_FAKE
0,FAKE,1,REAL,0.19546933,0.8045307,0.8045307,False,34,FAKE_TO_REAL
1,REAL,0,FAKE,0.5585077,0.44149235,0.5585077,False,11,REAL_TO_FAKE
0,FAKE,1,REAL,0.47988546,0.52011454,0.52011454,False,14,FAKE_TO_REAL
0,FAKE,1,REAL,0.36437422,0.6356258,0.6356258,False,24,FAKE_TO_REAL
1,REAL,0,FAKE,0.684277,0.31572297,0.684277,False,41,REAL_TO_FAKE
0,FAKE,1,REAL,0.31948042,0.6805196,0.6805196,False,33,FAKE_TO_REAL
0,FAKE,1,REAL,0.4345543,0.56544566,0.56544566,False,34,FAKE_TO_REAL
1,REAL,0,FAKE,0.5082801,0.49171993,0.5082801,False,31,REAL_TO_FAKE
1,REAL,0,FAKE,0.6514726,0.34852737,0.6514726,False,23,REAL_TO_FAKE
0,FAKE,1,REAL,0.4108205,0.5891795,0.5891795,False,21,FAKE_TO_REAL
0,FAKE,1,REAL,0.187937,0.81206304,0.81206304,False,19,FAKE_TO_REAL
0,FAKE,1,REAL,0.42922443,0.57077557,0.57077557,False,20,FAKE_TO_REAL
0,FAKE,1,REAL,0.21419895,0.785801,0.785801,False,33,FAKE_TO_REAL
0,FAKE,1,REAL,0.35673276,0.6432673,0.6432673,False,32,FAKE_TO_REAL
1,REAL,0,FAKE,0.6062189,0.3937811,0.6062189,False,28,REAL_TO_FAKE
1,REAL,0,FAKE,0.81495184,0.18504813,0.81495184,False,18,REAL_TO_FAKE
0,FAKE,1,REAL,0.33346,0.66653997,0.66653997,False,46,FAKE_TO_REAL
0,FAKE,1,REAL,0.23108657,0.76891345,0.76891345,False,40,FAKE_TO_REAL
0,FAKE,1,REAL,0.31324825,0.6867517,0.6867517,False,22,FAKE_TO_REAL
1,REAL,0,FAKE,0.7281495,0.27185053,0.7281495,False,16,REAL_TO_FAKE
0,FAKE,1,REAL,0.49011558,0.5098844,0.5098844,False,12,FAKE_TO_REAL
1,REAL,0,FAKE,0.52937126,0.47062874,0.52937126,False,17,REAL_TO_FAKE
1,REAL,0,FAKE,0.80255353,0.19744645,0.80255353,False,27,REAL_TO_FAKE
1,REAL,0,FAKE,0.5834275,0.41657248,0.5834275,False,8,REAL_TO_FAKE
0,FAKE,1,REAL,0.4579355,0.5420645,0.5420645,False,18,FAKE_TO_REAL
0,FAKE,1,REAL,0.33278438,0.66721565,0.66721565,False,31,FAKE_TO_REAL
0,FAKE,1,REAL,0.2450123,0.7549877,0.7549877,False,16,FAKE_TO_REAL
0,FAKE,1,REAL,0.3038526,0.6961474,0.6961474,False,10,FAKE_TO_REAL
