statement,true_label_id,true_label,predicted_label_id,predicted_label,prob_fake,prob_real,confidence,correct,token_length,error_type,length_group
"in 2009, the fbi referred more than 71, 000 cases of people failing background checks when trying to buy a gun to another federal agency, but u. s. attorneys ultimately prosecuted only 77 of them.",0,FAKE,1,REAL,0.16782942,0.83217055,0.83217055,False,43,FAKE_TO_REAL,33-64
half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,0,FAKE,1,REAL,0.039608266,0.96039176,0.96039176,False,30,FAKE_TO_REAL,17-32
"what i look at every month is how many more new jerseyans are back to work. you have another 9, 900 last month that are back to work and over almost 90, 000 that are back to work now since i became governor.",0,FAKE,1,REAL,0.076358,0.923642,0.923642,False,50,FAKE_TO_REAL,33-64
"under wisconsin law, anyone who knows anything about a john doe secret criminal investigation cant talk about it.",0,FAKE,1,REAL,0.18978375,0.81021625,0.81021625,False,23,FAKE_TO_REAL,17-32
"texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",0,FAKE,1,REAL,0.24531916,0.7546808,0.7546808,False,25,FAKE_TO_REAL,17-32
"says daniel webster wants to make divorce illegal, even for abused wives.",0,FAKE,1,REAL,0.45609367,0.5439064,0.5439064,False,16,FAKE_TO_REAL,1-16
"i'll tell you what i can tell this country : if they want a president who doesn't believe in god, there's probably plenty of choices.",0,FAKE,1,REAL,0.33299837,0.66700155,0.66700155,False,35,FAKE_TO_REAL,33-64
says that his transportation budget and ohio turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,0,FAKE,1,REAL,0.40805587,0.5919441,0.5919441,False,30,FAKE_TO_REAL,17-32
the war spending bill actually spends more money on the international monetary fund than on the war.,0,FAKE,1,REAL,0.29996753,0.7000325,0.7000325,False,20,FAKE_TO_REAL,17-32
i never favored cap and trade.,0,FAKE,1,REAL,0.49599892,0.5040011,0.5040011,False,9,FAKE_TO_REAL,1-16
"every year the state loses 8, 000 - 10, 000 acres of land in bear country.",0,FAKE,1,REAL,0.32671398,0.673286,0.673286,False,21,FAKE_TO_REAL,17-32
"before medicare, only 51 percent of americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. today, thanks to medicare... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",0,FAKE,1,REAL,0.37832576,0.6216742,0.6216742,False,48,FAKE_TO_REAL,33-64
"under common core standards, it takes more than a minute to teach a student how to add nine plus six.",0,FAKE,1,REAL,0.15677294,0.843227,0.843227,False,24,FAKE_TO_REAL,17-32
rick scott says he supported in - state tuition for dreamers while charlie crist was against it.,0,FAKE,1,REAL,0.2749522,0.7250477,0.7250477,False,22,FAKE_TO_REAL,17-32
this ban will only apply to oregon commercial fishermen. washington commercial fishermen would still be allowed to use gillnets on the columbia river.,0,FAKE,1,REAL,0.2910924,0.7089076,0.7089076,False,28,FAKE_TO_REAL,17-32
"after laying off 30, 000 people, carly fiorina said that in retrospect, i would have done them all faster.",0,FAKE,1,REAL,0.36982208,0.6301779,0.6301779,False,29,FAKE_TO_REAL,17-32
beaverton enjoys the most diverse population ( by percentage of population ) among oregon cities.,0,FAKE,1,REAL,0.2031947,0.7968053,0.7968053,False,19,FAKE_TO_REAL,17-32
"put simply, less government spending equals more private sector jobs.",0,FAKE,1,REAL,0.41704744,0.58295256,0.58295256,False,14,FAKE_TO_REAL,1-16
"says bill pascrell voted to eliminate all estate taxes for billionaires, and i voted no.",0,FAKE,1,REAL,0.43317485,0.5668252,0.5668252,False,22,FAKE_TO_REAL,17-32
florida led the nation in job creation while bush was governor.,0,FAKE,1,REAL,0.49632165,0.5036783,0.5036783,False,14,FAKE_TO_REAL,1-16
oil production is down 14 percent this year on federal land.,0,FAKE,1,REAL,0.26615137,0.7338487,0.7338487,False,14,FAKE_TO_REAL,1-16
property tax exemptions can be granted to small businesses that move into milwaukee county.,0,FAKE,1,REAL,0.11219655,0.88780344,0.88780344,False,18,FAKE_TO_REAL,17-32
says virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,0,FAKE,1,REAL,0.3506175,0.64938253,0.64938253,False,22,FAKE_TO_REAL,17-32
"of the more than 1. 3 million temporary mortgage modifications, over half have defaulted.",0,FAKE,1,REAL,0.05779834,0.9422017,0.9422017,False,19,FAKE_TO_REAL,17-32
"in many instances, ( peoples ) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in american history.",0,FAKE,1,REAL,0.08834425,0.9116558,0.9116558,False,35,FAKE_TO_REAL,33-64
we have sat scores lower than that of alabama.,0,FAKE,1,REAL,0.028152952,0.9718471,0.9718471,False,12,FAKE_TO_REAL,1-16
"stimulus tax cuts "" began showing up in paychecks of 4. 8 million indiana households about three months ago. """,0,FAKE,1,REAL,0.214396,0.785604,0.785604,False,26,FAKE_TO_REAL,17-32
were second only to boston in college students per capita.,0,FAKE,1,REAL,0.09279669,0.9072033,0.9072033,False,13,FAKE_TO_REAL,1-16
homicides last year increased by 17 percent in americas 50 largest cities. thats the largest increase in 25 years.,0,FAKE,1,REAL,0.11830861,0.88169146,0.88169146,False,25,FAKE_TO_REAL,17-32
white men account for 69 percent of those arrested for violent crimes.,0,FAKE,1,REAL,0.39002284,0.6099772,0.6099772,False,15,FAKE_TO_REAL,1-16
we know that tax cuts are remarkably un - stimulative when you compare them with different kinds of government spending.,0,FAKE,1,REAL,0.039787136,0.9602129,0.9602129,False,26,FAKE_TO_REAL,17-32
"says in fiscal year 2011, the state had a projected $ 11 billion deficit.",0,FAKE,1,REAL,0.14830567,0.8516943,0.8516943,False,18,FAKE_TO_REAL,17-32
"i wrote to secretary paulson, i wrote to federal reserve chairman bernanke [ in march 2007 ], and told them this is something we have to deal with, and nobody did anything about it.",0,FAKE,1,REAL,0.20490463,0.7950954,0.7950954,False,43,FAKE_TO_REAL,33-64
"one half of federal spending goes to social security, medicare and medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",0,FAKE,1,REAL,0.13466805,0.8653319,0.8653319,False,34,FAKE_TO_REAL,33-64
says the american public overwhelmingly opposed democratic - steered health care plan.,0,FAKE,1,REAL,0.0709525,0.9290475,0.9290475,False,15,FAKE_TO_REAL,1-16
"right now, if rhode island police come across a young person with a gun, they really dont legally have the right to take it away from them.",0,FAKE,1,REAL,0.14804089,0.85195917,0.85195917,False,33,FAKE_TO_REAL,33-64
"we have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",0,FAKE,1,REAL,0.049813043,0.95018697,0.95018697,False,23,FAKE_TO_REAL,17-32
oil companies... currently have 68 - million acres that they're not using.,0,FAKE,1,REAL,0.046514675,0.95348537,0.95348537,False,20,FAKE_TO_REAL,17-32
oregon school districts are directing 24 percent of their food budgets to purchase local foods. thats the highest percentage in the country.,0,FAKE,1,REAL,0.20426749,0.7957325,0.7957325,False,27,FAKE_TO_REAL,17-32
every major religion is opposed to same - sex marriage.,0,FAKE,1,REAL,0.07145608,0.9285439,0.9285439,False,13,FAKE_TO_REAL,1-16
the $ 18. 8 billion in funding for k - 12 education funding is the highest in florida history and includes a record $ 10. 6 billion in state funds.,0,FAKE,1,REAL,0.24693751,0.7530625,0.7530625,False,35,FAKE_TO_REAL,33-64
if trump had just put his fathers money in a mutual fund... hed have $ 8 billion.,0,FAKE,1,REAL,0.13692652,0.86307347,0.86307347,False,24,FAKE_TO_REAL,17-32
"john mccain intervened, which helped airbus get that pentagon contract.",0,FAKE,1,REAL,0.11594859,0.8840514,0.8840514,False,14,FAKE_TO_REAL,1-16
i have never said that i don't wear flag pins or refuse to wear flag pins.,0,FAKE,1,REAL,0.22048807,0.77951187,0.77951187,False,21,FAKE_TO_REAL,17-32
says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,0,FAKE,1,REAL,0.030627644,0.96937233,0.96937233,False,24,FAKE_TO_REAL,17-32
i made a bunch of these promises during the campaign.... weve got about 60 percent done in three years.,0,FAKE,1,REAL,0.320648,0.6793519,0.6793519,False,27,FAKE_TO_REAL,17-32
some of the wealthiest americans are african - american now.,0,FAKE,1,REAL,0.02233707,0.9776629,0.9776629,False,13,FAKE_TO_REAL,1-16
theres 400 more people working in health care today in new hampshire than when we passed the budget.,0,FAKE,1,REAL,0.023621889,0.9763781,0.9763781,False,22,FAKE_TO_REAL,17-32
"in ohio, each year an estimated 1, 000 children become victims of human trafficking, and over 3, 000 more are at risk.",0,FAKE,1,REAL,0.39903852,0.6009615,0.6009615,False,29,FAKE_TO_REAL,17-32
says measure 3 - 386 will cost a fortune for elections while measure 3 - 388 will cost less.,0,FAKE,1,REAL,0.23654386,0.76345617,0.76345617,False,24,FAKE_TO_REAL,17-32
our welfare system now consumes 42 percent of our budget.,0,FAKE,1,REAL,0.06176409,0.93823594,0.93823594,False,14,FAKE_TO_REAL,1-16
this is the first time in the history that weve had the raising of a debt limit also with spending cuts.,0,FAKE,1,REAL,0.46914124,0.53085876,0.53085876,False,25,FAKE_TO_REAL,17-32
kelly ayotte voted for a budget that had $ 90 billion of cuts to pell grants.,0,FAKE,1,REAL,0.26482987,0.7351701,0.7351701,False,22,FAKE_TO_REAL,17-32
"barack obama said in 2004 "" that he basically agreed with the way george bush was conducting the war. """,0,FAKE,1,REAL,0.23551233,0.7644877,0.7644877,False,23,FAKE_TO_REAL,17-32
"about two - thirds of medicaid beneficiaries are children, but they account for one - third of the programs cost, while one - third are elderly, and they account for two - thirds of the cost.",0,FAKE,1,REAL,0.26353255,0.73646754,0.73646754,False,47,FAKE_TO_REAL,33-64
"says crist campaign website "" has eliminated all references to our republican party. """,0,FAKE,1,REAL,0.1976901,0.8023099,0.8023099,False,18,FAKE_TO_REAL,17-32
"says paul ryan supports banning all abortions, even in cases of rape or incest.",0,FAKE,1,REAL,0.40724853,0.59275144,0.59275144,False,20,FAKE_TO_REAL,17-32
"more than 1, 000 american soldiers have lost their lives in afghanistan in the last 27 months. this is more than the combined total of the nine years before.",0,FAKE,1,REAL,0.024621485,0.97537845,0.97537845,False,34,FAKE_TO_REAL,33-64
"tampa got more ( federal housing ) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",0,FAKE,1,REAL,0.24031325,0.7596867,0.7596867,False,33,FAKE_TO_REAL,33-64
capital metro originally said metrorails yearly operating costs would be about $ 2. 5 million. last year... it cost $ 13 million to operate.,0,FAKE,1,REAL,0.25431147,0.7456885,0.7456885,False,34,FAKE_TO_REAL,33-64
at least a quarter of those apprehended at the border have criminal records.,0,FAKE,1,REAL,0.20115718,0.7988428,0.7988428,False,19,FAKE_TO_REAL,17-32
"when it comes to jobless workers, mitt romney says he likes to fire people.",0,FAKE,1,REAL,0.16172935,0.83827066,0.83827066,False,20,FAKE_TO_REAL,17-32
"americans spend 100 - million hours a year filling out these forms ( fafsa ). that is the equivalent of 55, 500 full - time jobs.",0,FAKE,1,REAL,0.03127243,0.9687275,0.9687275,False,33,FAKE_TO_REAL,33-64
"if you look at the application for a security clearance, i have a clearance that even the president of the united states cannot obtain because of my background.",0,FAKE,1,REAL,0.1741661,0.8258339,0.8258339,False,32,FAKE_TO_REAL,17-32
"fracturing or horizontally fracturing the shale to open up larger pockets of natural gas... has been used for over 60 years and, as of 2009, over 80, 000 wells have been fracked in ohio.",0,FAKE,1,REAL,0.26014453,0.73985547,0.73985547,False,46,FAKE_TO_REAL,33-64
"in europe, church attendance rates ( are ) in the single digits because churches are supported by taxes.",0,FAKE,1,REAL,0.28187773,0.71812224,0.71812224,False,22,FAKE_TO_REAL,17-32
says george lemieux even compared marco rubio to barack obama.,0,FAKE,1,REAL,0.38366187,0.6163382,0.6163382,False,16,FAKE_TO_REAL,1-16
says his budget provides the highest state funding level in history for education.,0,FAKE,1,REAL,0.21693854,0.7830614,0.7830614,False,16,FAKE_TO_REAL,1-16
ive been here almost every day.,0,FAKE,1,REAL,0.047201354,0.95279866,0.95279866,False,10,FAKE_TO_REAL,1-16
says an epa permit languished under strickland but his new epa director got it done in two days.,0,FAKE,1,REAL,0.46233925,0.5376607,0.5376607,False,25,FAKE_TO_REAL,17-32
says the governor is going around the state talking about [ how ] we should fund an income tax cut that benefits higher income earners and not lower income earners,0,FAKE,1,REAL,0.37508032,0.62491965,0.62491965,False,34,FAKE_TO_REAL,33-64
