statement,true_label_id,true_label,predicted_label_id,predicted_label,prob_fake,prob_real,confidence,correct,token_length,error_type,length_group
"as a state rep, i was considered the fourth - most conservative in the legislature. states rick - green republican 0 1 1 0 0 a speech 2552. json mostly - true rand paul wants us to pay $ 2, 000 just to get medicare. health - care, medicare, message - machine jack - conway kentucky attorney general kentucky democrat 0 1 0 2 0 a campaign commercial 9353. json mostly - true says hillary clinton opposed an individual mandate and favored an employer mandate back in 1993. health - care, public - health bobby - jindal governor of louisiana louisiana republican 0 1 4 4 0 an op - ed",0,FAKE,1,REAL,0.26204,0.73796,0.73796,False,128,FAKE_TO_REAL,65-128
i committed to public financing ; ( obama ) committed to public financing.,1,REAL,0,FAKE,0.73803437,0.2619656,0.73803437,False,16,REAL_TO_FAKE,1-16
"his new running mate, congressman ryan, put forward a plan that would let governor romney pay less than 1 percent in taxes each year.",1,REAL,0,FAKE,0.7383781,0.2616219,0.7383781,False,29,REAL_TO_FAKE,17-32
"two months ago, donald trump said that isis was not our fight.",1,REAL,0,FAKE,0.73921585,0.26078418,0.73921585,False,16,REAL_TO_FAKE,1-16
"fracturing or horizontally fracturing the shale to open up larger pockets of natural gas... has been used for over 60 years and, as of 2009, over 80, 000 wells have been fracked in ohio.",0,FAKE,1,REAL,0.26014453,0.73985547,0.73985547,False,46,FAKE_TO_REAL,33-64
says he won the second debate with hillary clinton in a landslide in every poll.,0,FAKE,1,REAL,0.2553202,0.7446798,0.7446798,False,18,FAKE_TO_REAL,17-32
capital metro originally said metrorails yearly operating costs would be about $ 2. 5 million. last year... it cost $ 13 million to operate.,0,FAKE,1,REAL,0.25431147,0.7456885,0.7456885,False,34,FAKE_TO_REAL,33-64
$ 29 is what families on snap ( i. e. food stamps ) have to live on for a week.,0,FAKE,1,REAL,0.25286272,0.7471373,0.7471373,False,25,FAKE_TO_REAL,17-32
"chained cpi would save $ 1 trillion in the second decade off the federal budget debt, a report shows.",0,FAKE,1,REAL,0.25033566,0.74966437,0.74966437,False,23,FAKE_TO_REAL,17-32
putting three republicans in my cabinet... is unprecedented.,1,REAL,0,FAKE,0.7515952,0.24840486,0.7515952,False,14,REAL_TO_FAKE,1-16
says jimrenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,0,FAKE,1,REAL,0.24820107,0.75179887,0.75179887,False,22,FAKE_TO_REAL,17-32
unfortunately we have documented instances where people defecated in the ( statehouse ) building.,0,FAKE,1,REAL,0.24801245,0.7519875,0.7519875,False,20,FAKE_TO_REAL,17-32
the $ 18. 8 billion in funding for k - 12 education funding is the highest in florida history and includes a record $ 10. 6 billion in state funds.,0,FAKE,1,REAL,0.24693751,0.7530625,0.7530625,False,35,FAKE_TO_REAL,33-64
"texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",0,FAKE,1,REAL,0.24531916,0.7546808,0.7546808,False,25,FAKE_TO_REAL,17-32
says bill nelson voted 98 percent of the time with barack obama.,1,REAL,0,FAKE,0.7568695,0.24313052,0.7568695,False,15,REAL_TO_FAKE,1-16
"tampa got more ( federal housing ) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",0,FAKE,1,REAL,0.24031325,0.7596867,0.7596867,False,33,FAKE_TO_REAL,33-64
says marco rubio is proposing a new $ 1 trillion welfare program in tax credits and $ 1 trillion in new military spending.,1,REAL,0,FAKE,0.76048917,0.23951074,0.76048917,False,27,REAL_TO_FAKE,17-32
"we have 80, 000 abortions in texas every year.",1,REAL,0,FAKE,0.7613643,0.23863569,0.7613643,False,14,REAL_TO_FAKE,1-16
says measure 3 - 386 will cost a fortune for elections while measure 3 - 388 will cost less.,0,FAKE,1,REAL,0.23654386,0.76345617,0.76345617,False,24,FAKE_TO_REAL,17-32
"barack obama said in 2004 "" that he basically agreed with the way george bush was conducting the war. """,0,FAKE,1,REAL,0.23551233,0.7644877,0.7644877,False,23,FAKE_TO_REAL,17-32
caution : kissing and cuddling chickens can be hazardous to your health.,1,REAL,0,FAKE,0.7664053,0.23359472,0.7664053,False,16,REAL_TO_FAKE,1-16
"in 2011, alabama and massachusetts passed legislation allowing non - citizens who are legal residents to vote in state and local elections.",0,FAKE,1,REAL,0.2330798,0.76692015,0.76692015,False,26,FAKE_TO_REAL,17-32
says gov. scott walkers proposed state budget contained 110 pages of errors - - an unusually high number - - and millions of dollars worth of mistakes that were corrected with a follow - up document.,1,REAL,0,FAKE,0.76731443,0.23268555,0.76731443,False,40,REAL_TO_FAKE,33-64
"mccain "" still thinks it's okay when women don't earn equal pay for equal work. """,0,FAKE,1,REAL,0.23201083,0.76798916,0.76798916,False,23,FAKE_TO_REAL,17-32
"in last weeks debate, bernie questioned hillarys commitment to fighting climate change because a whopping 0. 2 percent of the money given to our campaign has come from employees of oil and gas companies. not even 2 percent, mind you : 0. 2 percent.",1,REAL,0,FAKE,0.76821554,0.23178445,0.76821554,False,54,REAL_TO_FAKE,33-64
sixty percent of the hispanics support the arizona immigration law,0,FAKE,1,REAL,0.22980145,0.7701985,0.7701985,False,13,FAKE_TO_REAL,1-16
senator obama has voted 94 times to either increase your taxes or against tax cuts.,0,FAKE,1,REAL,0.2275069,0.7724931,0.7724931,False,18,FAKE_TO_REAL,17-32
i have never said that i don't wear flag pins or refuse to wear flag pins.,0,FAKE,1,REAL,0.22048807,0.77951187,0.77951187,False,21,FAKE_TO_REAL,17-32
"obama worked with "" sen. dick lugar, a republican, to help lock down loose nuclear weapons. """,1,REAL,0,FAKE,0.78080994,0.21919008,0.78080994,False,24,REAL_TO_FAKE,17-32
barack obama... 96 percent of his votes have been solely along party line.,1,REAL,0,FAKE,0.7815173,0.21848266,0.7815173,False,19,REAL_TO_FAKE,17-32
a proposal to reduce the deficit involved large tax cuts for the top bracket.,0,FAKE,1,REAL,0.21794271,0.78205734,0.78205734,False,17,FAKE_TO_REAL,17-32
says his budget provides the highest state funding level in history for education.,0,FAKE,1,REAL,0.21693854,0.7830614,0.7830614,False,16,FAKE_TO_REAL,1-16
"from now on, we have to pay the russians $ 50 million an astronaut to send americans to the space station",1,REAL,0,FAKE,0.7845461,0.21545395,0.7845461,False,24,REAL_TO_FAKE,17-32
"a proposed tax to fund transportation projects would spend $ 90, 000 to take a single vehicle off the road during the morning and afternoon commute.",0,FAKE,1,REAL,0.2148262,0.78517383,0.78517383,False,31,FAKE_TO_REAL,17-32
"stimulus tax cuts "" began showing up in paychecks of 4. 8 million indiana households about three months ago. """,0,FAKE,1,REAL,0.214396,0.785604,0.785604,False,26,FAKE_TO_REAL,17-32
"federal, state and local governments have subsidized the production of the volt to the tune of estimates between $ 50, 000 and $ 250, 000 per vehicle sold.",0,FAKE,1,REAL,0.21388157,0.7861184,0.7861184,False,38,FAKE_TO_REAL,33-64
says mitt romney was one of the first national republican leaders to endorse marco rubio.,0,FAKE,1,REAL,0.21109949,0.7889005,0.7889005,False,22,FAKE_TO_REAL,17-32
"if we ban the practice of earmarks, we could save the american taxpayer anywhere between $ 15 ( billion ) to $ 20 billion dollars a year in pork - barrel spending.",1,REAL,0,FAKE,0.7893405,0.21065947,0.7893405,False,37,REAL_TO_FAKE,33-64
i never gave up custody of my children. i never lost custody of my children.,1,REAL,0,FAKE,0.7918742,0.2081258,0.7918742,False,19,REAL_TO_FAKE,17-32
"he was offered medical care for his injuries if he would give up military information in return. john mccain said,'no. '",0,FAKE,1,REAL,0.20804894,0.791951,0.791951,False,28,FAKE_TO_REAL,17-32
"in the illinois legislature, barack obama "" voted'present,'instead of yes or no "" on seven votes involving abortion rights.",1,REAL,0,FAKE,0.79351354,0.20648643,0.79351354,False,28,REAL_TO_FAKE,17-32
coloradocare would have higher revenues than mcdonalds.,1,REAL,0,FAKE,0.79355884,0.2064412,0.79355884,False,12,REAL_TO_FAKE,1-16
the canadians they ( dropped ) their tax rates to 15 percent. the average tax rate on businesses in the industrialized world is 25 percent.,1,REAL,0,FAKE,0.79402417,0.2059758,0.79402417,False,30,REAL_TO_FAKE,17-32
"i wrote to secretary paulson, i wrote to federal reserve chairman bernanke [ in march 2007 ], and told them this is something we have to deal with, and nobody did anything about it.",0,FAKE,1,REAL,0.20490463,0.7950954,0.7950954,False,43,FAKE_TO_REAL,33-64
oregon school districts are directing 24 percent of their food budgets to purchase local foods. thats the highest percentage in the country.,0,FAKE,1,REAL,0.20426749,0.7957325,0.7957325,False,27,FAKE_TO_REAL,17-32
beaverton enjoys the most diverse population ( by percentage of population ) among oregon cities.,0,FAKE,1,REAL,0.2031947,0.7968053,0.7968053,False,19,FAKE_TO_REAL,17-32
at least a quarter of those apprehended at the border have criminal records.,0,FAKE,1,REAL,0.20115718,0.7988428,0.7988428,False,19,FAKE_TO_REAL,17-32
"in 2008, charlie crist applauded the pick of sarah palin and said she would do a great job.",1,REAL,0,FAKE,0.8004097,0.19959028,0.8004097,False,26,REAL_TO_FAKE,17-32
wisconsin is on pace to double the number of layoffs this year.,0,FAKE,1,REAL,0.1980757,0.80192435,0.80192435,False,16,FAKE_TO_REAL,1-16
"says crist campaign website "" has eliminated all references to our republican party. """,0,FAKE,1,REAL,0.1976901,0.8023099,0.8023099,False,18,FAKE_TO_REAL,17-32
the united states is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as pakistan or afghanistan or syria.,0,FAKE,1,REAL,0.1945643,0.8054357,0.8054357,False,33,FAKE_TO_REAL,33-64
"if you are a member of union, your median weekly income is roughly $ 200 more than if you are a nonunion member, and that doesnt include benefits.",1,REAL,0,FAKE,0.8065766,0.19342339,0.8065766,False,36,REAL_TO_FAKE,33-64
wisconsin law says all recall petition signers must sign in the presence of another person.,0,FAKE,1,REAL,0.19073957,0.8092605,0.8092605,False,19,FAKE_TO_REAL,17-32
iran president hassan rouhani has more cabinet members with ph. d. s from american universities than members of barack obamas cabinet.,1,REAL,0,FAKE,0.8095846,0.19041543,0.8095846,False,29,REAL_TO_FAKE,17-32
"gov. romney himself, with 28 other republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",0,FAKE,1,REAL,0.19017486,0.80982506,0.80982506,False,36,FAKE_TO_REAL,33-64
"says that each year, about 25, 000 american women become pregnant through rape or incest.",0,FAKE,1,REAL,0.18987998,0.81012,0.81012,False,21,FAKE_TO_REAL,17-32
"under wisconsin law, anyone who knows anything about a john doe secret criminal investigation cant talk about it.",0,FAKE,1,REAL,0.18978375,0.81021625,0.81021625,False,23,FAKE_TO_REAL,17-32
miami - dade county is the no. 1 donor county in the state.,0,FAKE,1,REAL,0.18728784,0.8127122,0.8127122,False,17,FAKE_TO_REAL,17-32
"says that under a new program jail "" time for non - violent, mentally ill offenders has been reduced by 50 percent. """,1,REAL,0,FAKE,0.8133462,0.18665381,0.8133462,False,27,REAL_TO_FAKE,17-32
"says that when the rolling stones performed in an austin park, they paid $ 25, 000 to the nearby city of rollingwood for one night of inconvenience.",1,REAL,0,FAKE,0.81845814,0.18154192,0.81845814,False,36,REAL_TO_FAKE,33-64
theres more murders with hammers last year than... shotguns and pistols and ak - 47s.,0,FAKE,1,REAL,0.1792745,0.8207255,0.8207255,False,25,FAKE_TO_REAL,17-32
"we are almost halfway to our goal of 1, 000 rapes prosecuted!",1,REAL,0,FAKE,0.8213662,0.17863376,0.8213662,False,17,REAL_TO_FAKE,17-32
"on my first day in office, i ordered a review of every regulation in the pipeline and every contract exceeding $ 1 million.",1,REAL,0,FAKE,0.82238305,0.17761698,0.82238305,False,27,REAL_TO_FAKE,17-32
"says his proposed payroll tax cut will mean an extra $ 1, 500 in your pocket compared to if we do nothing.",1,REAL,0,FAKE,0.82446563,0.17553435,0.82446563,False,26,REAL_TO_FAKE,17-32
i cut more as a percentage out of government than any state in the country this past decade. and where is michigan in terms of its economic growth? cutting did not result in economic growth.,1,REAL,0,FAKE,0.8249891,0.17501093,0.8249891,False,40,REAL_TO_FAKE,33-64
"marco rubio's "" income skyrocketed while his power increased. """,1,REAL,0,FAKE,0.8254719,0.17452812,0.8254719,False,19,REAL_TO_FAKE,17-32
"if you look at the application for a security clearance, i have a clearance that even the president of the united states cannot obtain because of my background.",0,FAKE,1,REAL,0.1741661,0.8258339,0.8258339,False,32,FAKE_TO_REAL,17-32
says state senate candidate monk elmer voted to exceed the ( school district property tax ) spending caps.,0,FAKE,1,REAL,0.17387617,0.8261239,0.8261239,False,21,FAKE_TO_REAL,17-32
says barack obamas comments indicate he believes in redistribution of wealth.,1,REAL,0,FAKE,0.8261442,0.17385577,0.8261442,False,15,REAL_TO_FAKE,1-16
"says president barack obama has taken 92 days of vacation since he was sworn in, compared to 367 for president george w. bush at the same point in his presidency.",1,REAL,0,FAKE,0.82754105,0.17245902,0.82754105,False,36,REAL_TO_FAKE,33-64
"onion creeks highest flow rate on a recent night of flooding was 120, 000 cubic feet per second, which is nearly double the average flow rate of niagara falls.",0,FAKE,1,REAL,0.16998583,0.83001417,0.83001417,False,34,FAKE_TO_REAL,33-64
"all of floridas four - year state colleges now offer bachelors degrees for only $ 10, 000.",0,FAKE,1,REAL,0.1679222,0.8320778,0.8320778,False,23,FAKE_TO_REAL,17-32
"in 2009, the fbi referred more than 71, 000 cases of people failing background checks when trying to buy a gun to another federal agency, but u. s. attorneys ultimately prosecuted only 77 of them.",0,FAKE,1,REAL,0.16782942,0.83217055,0.83217055,False,43,FAKE_TO_REAL,33-64
congressman joe heck has ( voted ) 62 % of the time with nancy pelosi and the democrats on a variety of important issues.,0,FAKE,1,REAL,0.1646663,0.8353337,0.8353337,False,29,FAKE_TO_REAL,17-32
today many florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,1,REAL,0,FAKE,0.83661616,0.16338387,0.83661616,False,30,REAL_TO_FAKE,17-32
"more than 250 ( voter registration ) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now.",0,FAKE,1,REAL,0.16257352,0.8374265,0.8374265,False,30,FAKE_TO_REAL,17-32
"when it comes to jobless workers, mitt romney says he likes to fire people.",0,FAKE,1,REAL,0.16172935,0.83827066,0.83827066,False,20,FAKE_TO_REAL,17-32
female buffalo lead the herd.,1,REAL,0,FAKE,0.83877325,0.1612268,0.83877325,False,8,REAL_TO_FAKE,1-16
"says nfl commissioner roger goodell interviewed domestic abuse victim janay rice with ray rice present and for every domestic violence agency, every law enforcement agency, thats a no - no.",1,REAL,0,FAKE,0.8392486,0.16075137,0.8392486,False,38,REAL_TO_FAKE,33-64
"under the house republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $ 1, 000 each.",0,FAKE,1,REAL,0.16050085,0.8394992,0.8394992,False,45,FAKE_TO_REAL,33-64
"when it comes to income taxes, wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle - income earners.",1,REAL,0,FAKE,0.84007573,0.15992433,0.84007573,False,35,REAL_TO_FAKE,33-64
"a proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",0,FAKE,1,REAL,0.15704757,0.84295243,0.84295243,False,23,FAKE_TO_REAL,17-32
"under common core standards, it takes more than a minute to teach a student how to add nine plus six.",0,FAKE,1,REAL,0.15677294,0.843227,0.843227,False,24,FAKE_TO_REAL,17-32
"poor people go to a "" payday lender... and they pay 300, 400, 500 percent interest. """,1,REAL,0,FAKE,0.84671134,0.1532887,0.84671134,False,27,REAL_TO_FAKE,17-32
measures taken by my administration have saved taxpayers $ 1 billion.,1,REAL,0,FAKE,0.8468096,0.15319034,0.8468096,False,14,REAL_TO_FAKE,1-16
"we have empowered state insurance commissioners to review the rate hikes that are taking place in states. and in some states like north carolina, they have already used it and rolled back premium increases by 25 percent.",1,REAL,0,FAKE,0.84735245,0.1526475,0.84735245,False,43,REAL_TO_FAKE,33-64
and weve constantly been the lowest unemployed county in the state.,0,FAKE,1,REAL,0.15209986,0.8479001,0.8479001,False,15,FAKE_TO_REAL,1-16
"tommy thompson created the first school choice program in the nation, giving thousands of milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1,REAL,0,FAKE,0.84862334,0.15137668,0.84862334,False,40,REAL_TO_FAKE,33-64
"in the 2000 florida election, at least 1, 100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. many of those who were dropped showed up to vote and were told they could not.",1,REAL,0,FAKE,0.8491182,0.1508819,0.8491182,False,50,REAL_TO_FAKE,33-64
"we haven't built a refinery, i think, in 30 years.",0,FAKE,1,REAL,0.15079036,0.8492096,0.8492096,False,17,FAKE_TO_REAL,17-32
"when students leave our high schools and they go to the community college, 70 - 75 percent of them have to pay to take remedial math.",1,REAL,0,FAKE,0.8493198,0.15068011,0.8493198,False,32,REAL_TO_FAKE,17-32
"of those 850, 000 ( new texas ) jobs, most were public - sector jobs and minimum - wage jobs.",0,FAKE,1,REAL,0.15064949,0.8493505,0.8493505,False,25,FAKE_TO_REAL,17-32
proximity to high - voltage power lines lowers property values by as much as 30 percent.,0,FAKE,1,REAL,0.15024664,0.8497534,0.8497534,False,19,FAKE_TO_REAL,17-32
the music industry is the biggest export from africa after oil and gas.,0,FAKE,1,REAL,0.14849184,0.85150814,0.85150814,False,16,FAKE_TO_REAL,1-16
"says in fiscal year 2011, the state had a projected $ 11 billion deficit.",0,FAKE,1,REAL,0.14830567,0.8516943,0.8516943,False,18,FAKE_TO_REAL,17-32
"right now, if rhode island police come across a young person with a gun, they really dont legally have the right to take it away from them.",0,FAKE,1,REAL,0.14804089,0.85195917,0.85195917,False,33,FAKE_TO_REAL,33-64
"obama came into office "" with a $ 1. 3 trillion deficit before i had passed any law.... we came in with $ 8 trillion worth of debt over the next decade. """,1,REAL,0,FAKE,0.8562827,0.14371721,0.8562827,False,41,REAL_TO_FAKE,33-64
"says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",0,FAKE,1,REAL,0.14048335,0.8595166,0.8595166,False,26,FAKE_TO_REAL,17-32
"since the first of the year, 153 businesses at last count had moved out of california to texas.",0,FAKE,1,REAL,0.14047843,0.85952157,0.85952157,False,22,FAKE_TO_REAL,17-32
"medicare only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending... or debt spending.",0,FAKE,1,REAL,0.13986103,0.8601389,0.8601389,False,33,FAKE_TO_REAL,33-64
"john mccain "" has threatened extinction for north korea and sung songs about bombing iran. """,0,FAKE,1,REAL,0.1390462,0.8609538,0.8609538,False,19,FAKE_TO_REAL,17-32
says his views on reparations for slavery are the same as barack obamas and hillary clintons.,1,REAL,0,FAKE,0.861145,0.13885497,0.861145,False,23,REAL_TO_FAKE,17-32
if trump had just put his fathers money in a mutual fund... hed have $ 8 billion.,0,FAKE,1,REAL,0.13692652,0.86307347,0.86307347,False,24,FAKE_TO_REAL,17-32
says he had to impose tougher cost controls on state employees than any previous wisconsin governor.,1,REAL,0,FAKE,0.86356354,0.13643646,0.86356354,False,20,REAL_TO_FAKE,17-32
"one half of federal spending goes to social security, medicare and medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",0,FAKE,1,REAL,0.13466805,0.8653319,0.8653319,False,34,FAKE_TO_REAL,33-64
"under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice - maker, they have to report that to the feds.",1,REAL,0,FAKE,0.8676661,0.13233395,0.8676661,False,42,REAL_TO_FAKE,33-64
"says, when this governor came to office, he had ( an ) 11 billion dollar - i call it mismanagement deficit.",1,REAL,0,FAKE,0.86812186,0.13187814,0.86812186,False,28,REAL_TO_FAKE,17-32
charlie crist allowed college tuition to increase up to 15 percent every year.,1,REAL,0,FAKE,0.87007916,0.12992086,0.87007916,False,17,REAL_TO_FAKE,17-32
"says u. s. sen. ron johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $ 225, 000 from polluters.",1,REAL,0,FAKE,0.8706892,0.12931077,0.8706892,False,37,REAL_TO_FAKE,33-64
"as a result of climate change, ice fishermen in wisconsin are already noticing fewer days they can be out on our ice covered lakes.",1,REAL,0,FAKE,0.87114185,0.12885812,0.87114185,False,28,REAL_TO_FAKE,17-32
"if you look at most of the polls, this is a margin - of - error race on fourth of july between mitt romney and the president.",1,REAL,0,FAKE,0.8760373,0.12396272,0.8760373,False,32,REAL_TO_FAKE,17-32
"rand paul wants to end all federal faith - based initiatives, and even end the deduction for religious charities.",1,REAL,0,FAKE,0.8773614,0.122638546,0.8773614,False,24,REAL_TO_FAKE,17-32
georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,1,REAL,0,FAKE,0.87805,0.12195002,0.87805,False,19,REAL_TO_FAKE,17-32
"says i am happy to decline pers so that the county can save over $ 68, 000 over a four year term that would have been paid on my behalf.",0,FAKE,1,REAL,0.12106337,0.8789366,0.8789366,False,35,FAKE_TO_REAL,33-64
"a lot of the ideas in terms of the ( health insurance ) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the heritage foundation.",1,REAL,0,FAKE,0.87953335,0.120466694,0.87953335,False,41,REAL_TO_FAKE,33-64
homicides last year increased by 17 percent in americas 50 largest cities. thats the largest increase in 25 years.,0,FAKE,1,REAL,0.11830861,0.88169146,0.88169146,False,25,FAKE_TO_REAL,17-32
"says if you try to hide marijuana in a hemp field, it becomes worthless. the thc goes away.",1,REAL,0,FAKE,0.88187003,0.11812993,0.88187003,False,25,REAL_TO_FAKE,17-32
"over 10 years, ( extending tax cuts for the wealthy ) would add less to the deficit than obama added with the stimulus in one year.",0,FAKE,1,REAL,0.11709928,0.8829008,0.8829008,False,30,FAKE_TO_REAL,17-32
wisconsin is dead last in the midwest for job creation.,1,REAL,0,FAKE,0.8831965,0.116803534,0.8831965,False,13,REAL_TO_FAKE,1-16
the increase in the current state budget was greater than the inflation rate and the rate of population growth in georgia.,0,FAKE,1,REAL,0.1160068,0.88399327,0.88399327,False,24,FAKE_TO_REAL,17-32
"john mccain intervened, which helped airbus get that pentagon contract.",0,FAKE,1,REAL,0.11594859,0.8840514,0.8840514,False,14,FAKE_TO_REAL,1-16
"says donald trump has said he loves war, including with nukes.",0,FAKE,1,REAL,0.115367,0.88463306,0.88463306,False,16,FAKE_TO_REAL,1-16
not one dime gets added to the deficit because of social security.,0,FAKE,1,REAL,0.11439833,0.8856017,0.8856017,False,15,FAKE_TO_REAL,1-16
i saved the taxpayers $ 2 - billion on a bogus air force boeing tanker deal where people went to jail.,1,REAL,0,FAKE,0.88564736,0.114352666,0.88564736,False,25,REAL_TO_FAKE,17-32
republicans have proposed dozens of ( health care ) solutions designed to help control costs and improve quality.,0,FAKE,1,REAL,0.11415432,0.8858457,0.8858457,False,21,FAKE_TO_REAL,17-32
says tim kaine actually tried to raise taxes by about $ 4 billion.,1,REAL,0,FAKE,0.88737875,0.11262123,0.88737875,False,17,REAL_TO_FAKE,17-32
property tax exemptions can be granted to small businesses that move into milwaukee county.,0,FAKE,1,REAL,0.11219655,0.88780344,0.88780344,False,18,FAKE_TO_REAL,17-32
obama said he would unilaterally renegotiate the north american free trade agreement.,1,REAL,0,FAKE,0.8897577,0.11024233,0.8897577,False,21,REAL_TO_FAKE,17-32
taxpayers subsidize 80 percent of each marta trip,0,FAKE,1,REAL,0.10783257,0.89216745,0.89216745,False,13,FAKE_TO_REAL,1-16
"road congestion costs rush hour drivers in austin and dallas more than $ 1, 000 a year. and in houston, its even more - - almost $ 1, 500 a year.",1,REAL,0,FAKE,0.8929016,0.10709836,0.8929016,False,38,REAL_TO_FAKE,33-64
"while 9, 000 state employees were added to the states payroll, oregons revenue forecasts dropped by more than $ 4 billion.",0,FAKE,1,REAL,0.10339664,0.8966033,0.8966033,False,28,FAKE_TO_REAL,17-32
i have something in common with my husband. he never carried caucuses either. he lost all of the ones that i've lost.,1,REAL,0,FAKE,0.8966231,0.1033769,0.8966231,False,30,REAL_TO_FAKE,17-32
"across the country, $ 174 billion of the recovery act have been committed in its first 130 days.",1,REAL,0,FAKE,0.89707917,0.10292084,0.89707917,False,22,REAL_TO_FAKE,17-32
sixteen million jobs were created under ronald reagans presidency.,1,REAL,0,FAKE,0.8979543,0.1020457,0.8979543,False,13,REAL_TO_FAKE,1-16
acorn could get up to $ 8. 5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,0,FAKE,1,REAL,0.10187333,0.89812666,0.89812666,False,29,FAKE_TO_REAL,17-32
says mitt romney supports cap and trade.,0,FAKE,1,REAL,0.09909693,0.9009031,0.9009031,False,11,FAKE_TO_REAL,1-16
"bill nelson leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $ 43, 000 in taxes just last year.",0,FAKE,1,REAL,0.098393515,0.9016065,0.9016065,False,33,FAKE_TO_REAL,33-64
says mitch mcconnell voted two times against the violence against women act.,0,FAKE,1,REAL,0.097844414,0.9021556,0.9021556,False,15,FAKE_TO_REAL,1-16
"even with recent changes, the average hourly wage at general motors is still $ 75 an hour.",0,FAKE,1,REAL,0.096083954,0.9039161,0.9039161,False,21,FAKE_TO_REAL,17-32
state governments have little ability to stimulate job growth in the short run.,1,REAL,0,FAKE,0.90400344,0.09599658,0.90400344,False,16,REAL_TO_FAKE,1-16
"we had a three - hour debate, no discussion about the national debt, very little about the economy.",1,REAL,0,FAKE,0.90405023,0.09594977,0.90405023,False,23,REAL_TO_FAKE,17-32
property taxes have increased 20 percent under four years of chris christie.,1,REAL,0,FAKE,0.90412486,0.09587514,0.90412486,False,15,REAL_TO_FAKE,1-16
the problem with raising tax rates on the wealthiest americans is that more than half of them are small business owners.,0,FAKE,1,REAL,0.09563233,0.9043677,0.9043677,False,24,FAKE_TO_REAL,17-32
on allowing a vote on universal gun background checks in the u. s. senate.,1,REAL,0,FAKE,0.9048448,0.09515522,0.9048448,False,19,REAL_TO_FAKE,17-32
"based on current trends, 15. 5 million girls will be married in the next 16 years as children.",0,FAKE,1,REAL,0.09509525,0.9049047,0.9049047,False,23,FAKE_TO_REAL,17-32
were second only to boston in college students per capita.,0,FAKE,1,REAL,0.09279669,0.9072033,0.9072033,False,13,FAKE_TO_REAL,1-16
"today california is kicking our butt, creating more jobs and more economic growth than texas.",1,REAL,0,FAKE,0.9081838,0.09181615,0.9081838,False,19,REAL_TO_FAKE,17-32
"in many instances, ( peoples ) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in american history.",0,FAKE,1,REAL,0.08834425,0.9116558,0.9116558,False,35,FAKE_TO_REAL,33-64
"the keystone pipeline creates 35 permanent jobs after construction, according to a government report.",1,REAL,0,FAKE,0.91199136,0.08800866,0.91199136,False,18,REAL_TO_FAKE,17-32
donald trump says that nato is obsolete and that we need to get rid of nato...,0,FAKE,1,REAL,0.08776331,0.91223663,0.91223663,False,21,FAKE_TO_REAL,17-32
the milwaukee business community did not speak about the facts - - and in support of train manufacturer talgo - - as the milwaukee - madison rail link was being killed.,1,REAL,0,FAKE,0.91224617,0.08775379,0.91224617,False,35,REAL_TO_FAKE,33-64
rooting for the red sox is like rooting for the drug companies.,1,REAL,0,FAKE,0.9130492,0.086950734,0.9130492,False,17,REAL_TO_FAKE,17-32
"sarah palin "" already has more executive experience "" than barack obama and joe biden "" combined. """,1,REAL,0,FAKE,0.91394395,0.08605604,0.91394395,False,23,REAL_TO_FAKE,17-32
... following world war ii war crime trials were convened. the japanese were tried and convicted and hung for war crimes committed against american pows. among those charges for which they were convicted was waterboarding.,1,REAL,0,FAKE,0.9153461,0.0846539,0.9153461,False,44,REAL_TO_FAKE,33-64
"the fed created $ 1. 2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.",1,REAL,0,FAKE,0.9158715,0.084128566,0.9158715,False,34,REAL_TO_FAKE,33-64
"to this day, ( the cuban government ) is a regime that provides safe harbor to terrorists and fugitives.",1,REAL,0,FAKE,0.9160451,0.08395491,0.9160451,False,24,REAL_TO_FAKE,17-32
